GeneID	ExpressionLevel
AT1G04753	0.26
AT1G04760	5.630909090909091
AT1G04763	0.27999999999999997
AT1G04770	24.992727272727272
AT1G04778	1.3719999999999999
AT1G04780	31.91090909090909
AT1G04783	0.3166666666666667
AT1G04787	0.2333333333333333
AT1G04790	16.436363636363637
AT1G04793	0.4285714285714285
AT1G04797	0.8521739130434783
AT1G04800	48.872549019607845
AT1G04810	34.552727272727275
AT1G04817	0.335
AT1G04820	363.6363636363636
AT1G04827	0.6999999999999998
AT1G04830	14.436363636363636
AT1G04837	0.21666666666666665
AT1G04840	1.2818181818181817
AT1G04850	78.6
AT1G04853	0.8473684210526317
AT1G04857	0.1
AT1G04860	19.572727272727274
AT1G04863	0.5
AT1G04870	31.70181818181818
AT1G04877	3.627450980392157
AT1G04880	2.1962264150943396
AT1G04883	0.325
AT1G04890	10.966666666666667
AT1G04893	1.0585365853658537
AT1G04895	0.3
AT1G04900	10.823636363636362
AT1G04907	54.05384615384616
AT1G04910	24.01818181818182
AT1G04913	0.4838709677419355
AT1G04920	1.1781818181818182
AT1G04923	0.375
AT1G04927	0.664
AT1G04930	4.996363636363637
AT1G04933	0.1
AT1G04937	0.7
AT1G04940	6.561111111111111
AT1G04943	0.65
AT1G04945	5.111111111111111
AT1G04947	0.2
AT1G04950	18.15090909090909
AT1G04957	0.1
AT1G04960	21.84181818181818
AT1G04963	0.65
AT1G04967	34.05
AT1G04970	27.454545454545453
AT1G04973	1.3058823529411763
AT1G04980	22.205454545454543
AT1G04983	0.35555555555555557
AT1G04985	24.4
AT1G04990	18.254545454545454
AT1G04997	0.38750000000000007
AT1G05000	6.711538461538463
AT1G05003	0.4
AT1G05005	0.25
AT1G05007	0.7
AT1G05010	284.3127272727273
AT1G05013	0.3
AT1G05017	0.3625
AT1G05020	3.4
AT1G05023	1.8565217391304345
AT1G05027	0.27999999999999997
AT1G05030	10.261818181818182
AT1G05033	0.28421052631578947
AT1G05035	2.1184210526315788
AT1G05037	0.5
AT1G05040	0.3533333333333334
AT1G05043	0.9021276595744679
AT1G05047	0.1
AT1G05053	0.25
AT1G05055	12.710909090909091
AT1G05057	11.3
AT1G05060	25.10909090909091
AT1G05065	2.8
AT1G05070	33.68518518518518
AT1G05077	0.4333333333333333
AT1G05080	0.18333333333333332
AT1G05083	0.38800000000000007
AT1G05085	0.4
AT1G05087	1.3849056603773586
AT1G05090	0.47600000000000003
AT1G05093	0.1
AT1G05097	0.55
AT1G05100	3.2454545454545456
AT1G05103	0.50625
AT1G05107	0.45
AT1G05117	0.8
AT1G05120	16.145454545454545
AT1G05123	0.41739130434782606
AT1G05133	0.38333333333333336
AT1G05136	4.671794871794871
AT1G05140	59.425925925925924
AT1G05143	2.111111111111111
AT1G05150	27.145454545454545
AT1G05153	1.6135135135135137
AT1G05160	9.196296296296296
AT1G05163	0.26666666666666666
AT1G05170	13.407407407407407
AT1G05173	3.6199999999999997
AT1G05177	0.30000000000000004
AT1G05180	27.78363636363636
AT1G05183	0.15000000000000002
AT1G05190	584.5
AT1G05193	0.1
AT1G05197	0.65
AT1G05200	15.064814814814815
AT1G05203	0.43103448275862066
AT1G05205	29.914545454545454
AT1G05207	19.711111111111112
AT1G05210	13.185185185185185
AT1G05213	0.9666666666666667
AT1G05217	0.3
AT1G05220	1.686046511627907
AT1G05223	0.3666666666666667
AT1G05227	0.32
AT1G05230	5.290909090909091
AT1G05233	0.6
AT1G05237	0.6599999999999999
AT1G05240	0.18
AT1G05250	0.475
AT1G05260	64.19056603773586
AT1G05263	0.9666666666666667
AT1G05270	29.327272727272728
AT1G05277	1.55
AT1G05280	2.245454545454545
AT1G05287	0.25
AT1G05290	0.64
AT1G05291	0.39999999999999997
AT1G05293	0.45
AT1G05297	1.2955555555555556
AT1G05300	7.37037037037037
AT1G05307	0.5
AT1G05310	5.214814814814815
AT1G05313	0.4
